name,chineseName,code,id,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brazil,巴西,BRA,076,0,17275940449.3837,19231747851.5332,1.11254268208305e-308,1.11254210798391e-308,1.11254247897514e-308,1.1125439161629e-308,1.11254460861208e-308,1.11254531119028e-308,1.11254611186896e-308,1.11254738557612e-308,1.11254900170588e-308,1.11255136458162e-308,1.11255757928948e-308,1.11256405210375e-308,1.11256884677258e-308,1.11257476701151e-308,1.11258049203478e-308,1.11258640465292e-308,1.11259160705507e-308,1.11259557323755e-308,1.11260066747058e-308,1.11260395274502e-308,1.11258378063574e-308,1.11258345540907e-308,1.1125890234961e-308,1.11260028844332e-308,283056833878.212,308333568571.493,347028139590.227,390725626002.866,342609227209.645,328187944300.908,368295777770.079,525369851353.742,769333330368.987,850426433004.077,883206452795.124,863711007325.493,599642075004.471,655448188259.351,559983704094.17,509795270685.19,558233724164.711,669289321944.516,891633826603.377,1107626711406.63,1397114247331.17,1695855391810.9,1666996294372.87,2208838108577.09,2616156606666.62,2465228293894.01,2472819362216.69,2456043766028.73,1802211999538.68,1795693265810.23,2063514688761.98,1916933708381.89,1877824273720.78,1444733258971.65
British Indian Ocean Territory,英属印度洋领地,IOT,086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,文莱,BRN,096,0,0,0,0,0,1.11253695742528e-308,1.11253696204928e-308,1.11253696359868e-308,1.11253696898124e-308,1.11253696907808e-308,1.11253697349226e-308,1.11253697804831e-308,1.11253699615467e-308,1.11253703624154e-308,1.11253719446238e-308,1.11253721786311e-308,1.11253728079646e-308,1.1125373572926e-308,1.1125374088927e-308,1.11253762187929e-308,1.11253814683514e-308,1.11253800785173e-308,1.11253798266389e-308,1.11253787902641e-308,1.11253786366096e-308,1.11253779970156e-308,1.11253751190344e-308,2754463437.79677,2690717551.18267,2985467979.28524,3520551724.13793,3701667052.55846,4183548189.07305,4105706151.75145,4087337959.93191,4734020036.68689,5115602836.87943,5197332974.13793,4051147227.53346,4.6e+09,6001153306.2645,5601090584.36122,5843329107.56171,6557333084.60567,7872333215.00414,9531402847.87311,11470703002.0769,12247694247.2298,14393099068.5859,10732366286.2643,13707370737.0737,18525319977.7407,19047940300.8963,18093829923.2737,17098342541.4365,12930394937.8137,11400854267.7188,12128104859.1498,13567351175.0315,13469422958.5105,12005825769.5087
Bulgaria,保加利亚,BGR,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11254183019478e-308,1.11254183779579e-308,1.11254170736246e-308,1.11254102102294e-308,1.1125412757824e-308,1.11254116720569e-308,1.11254193149389e-308,2.8101e+10,22555941176.4706,21988444444.4444,20632090909.0909,10943548387.0968,10350515463.9175,10829710144.9275,9697416974.16974,18983303571.4286,12294221472.7375,11315986087.1633,15030695296.5235,13627323284.5405,13245833843.5454,14183497963.1071,16402846413.0958,21144983551.6823,26157894736.8421,29869283400.0381,34379808888.6039,44405101469.5591,54438966419.8639,52023504656.2878,50682061053.2016,57678241023.818,54300857424.4415,55810138436.4821,57082011260.3446,50781996712.7635,53953897624.4344,59199447421.4924,66363422450.2112,68915416141.9576,69889347433.4324
Burkina Faso,布基纳法索,BFA,854,330442817.168859,350247237.11684,379567023.340308,1.11253702659456e-308,1.11253703061651e-308,1.11253703372794e-308,1.11253703643863e-308,1.11253704060463e-308,1.11253704299806e-308,1.11253704740905e-308,1.11253704249452e-308,1.11253704842498e-308,1.1125370721857e-308,1.11253709594481e-308,1.11253711480819e-308,1.11253716145771e-308,1.1125371704928e-308,1.11253720870326e-308,1.11253729377113e-308,1.11253736118579e-308,1.11253740571062e-308,1.11253736794487e-308,1.1125373626603e-308,1.11253732457498e-308,1.11253728989188e-308,1.11253731277035e-308,1.11253743228737e-308,2369834650.08921,2616040645.87263,2615587725.77391,3101300641.87512,3135045684.1006,3356692517.86417,3199536227.94818,1895290623.44033,2379518099.2266,2586550747.09844,2447668984.53131,2804902248.28537,3389566982.51573,2968369991.46729,3190371050.45524,3622350203.94595,4740768355.22974,5451688868.42974,6146352742.03313,6547420133.69942,7625723123.54939,9451436358.96861,9450697335.53565,10109618964.2848,12080296644.0643,12561016091.4673,13444301139.1384,13943016923.9017,11832159275.603,12833363370.174,14106956830.0857,15890065019.7634,16178162030.0694,17933606353.1775
Burundi,布隆迪,BDI,108,195999990,202999992,213500006,1.11253698675049e-308,1.11253699366741e-308,1.11253696853058e-308,1.11253697012384e-308,1.11253697329885e-308,1.11253697451001e-308,1.11253697624066e-308,1.11253698921651e-308,1.11253699171394e-308,1.11253699022243e-308,1.11253700443553e-308,1.11253701454502e-308,1.11253703325113e-308,1.11253704002627e-308,1.11253706451285e-308,1.11253707999934e-308,1.11253712255596e-308,1.11253715645628e-308,1.11253716863993e-308,1.11253717955275e-308,1.11253719677194e-308,1.11253717311055e-308,1.11253721333623e-308,1.11253722611924e-308,1131466494.01101,1082403219.48787,1113924130.41149,1132101252.51817,1167398478.3459,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.07114,2032135246.50004,2235820867.82743,2333308099.46249,2451625332.74584,2705783272.07443,3104394858.11518,2732808556.84172,2748180473.71333,2668495742.88443,2631434363.22693,2841786382.19063
Cabo Verde,佛得角,CPV,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253696439325e-308,1.1125369637068e-308,1.11253696399401e-308,1.11253696346178e-308,1.11253696186664e-308,1.11253696327698e-308,1.11253697635071e-308,235253171.841062,264308140.285149,267448513.108168,306891107.262039,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979069.274683,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563024383.296626,620974660.230303,813963830.179217,924318490.7598,971977088.156914,1107891063.43863,1513933983.22398,1789333748.6799,1711817181.52969,1664310769.55229,1865915544.12445,1741809808.96442,1850470042.43281,1859898513.26858,1596800287.16405,1662998677.88425,1768319144.00218,1966503222.76759,1981845740.70615,1703698676.69742
Cambodia,柬埔寨,KHM,116,637142865.714286,642857134.285714,660000008.571429,1.11253710923466e-308,1.11253712264501e-308,1.11253714381925e-308,1.11253715511218e-308,1.11253716711092e-308,1.11253719252e-308,1.11253717106742e-308,1.11253710672227e-308,1.11253716885356e-308,1.11253705414091e-308,1.11253710289276e-308,1.11253707461856e-308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.6909,3120425502.58253,3517242477.2285,3654031716.26881,3984000517.02345,4284028482.53766,4658246918.27092,5337833248.03924,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979,25808561550.9514
Cameroon,喀麦隆,CMR,120,614206071.002235,652777613.643638,694247725.537204,1.11253710670239e-308,1.11253712111167e-308,1.11253713035892e-308,1.11253713950636e-308,1.11253716051965e-308,1.11253718769716e-308,1.11253720112591e-308,1.11253721364202e-308,1.11253723481868e-308,1.11253729937103e-308,1.11253739896013e-308,1.11253746220598e-308,1.11253763503561e-308,1.11253764517694e-308,1.11253776784699e-308,1.11253808113103e-308,1.11253839144192e-308,1.11253857809088e-308,1.11253856237215e-308,1.11253856245059e-308,1.11253862641866e-308,1.11253873554215e-308,1.11253904010209e-308,1.1125398583357e-308,13049658331.1317,12236058143.0406,11012566160.5043,12314482085.0878,11840192674.1246,12071775380.6503,16181813512.4483,8902446188.0456,10864773036.8363,11093539497.029,10789457915.0457,11298144511.6364,11565827385.6884,10566578952.7857,10953485244.4239,12417251815.8801,15970315751.0277,18826215278.057,19509850837.2745,20910513974.6215,23928251333.7444,27715144580.2691,27932971683.4215,27507499709.071,30630912184.7789,30155064574.0734,33728622819.0912,36386546917.6861,32210232911.6626,33814337900.2831,36098550141.5897,39973839064.6084,39670977332.7348,40804449726.0184
Canada,加拿大,CAN,124,40461721692.6468,40934952063.9468,42227447631.9159,1.11254805313879e-308,1.11254912712247e-308,1.1125503962923e-308,1.11255202008956e-308,1.11255315156695e-308,1.11255467357446e-308,1.11255648150916e-308,1.11255864247415e-308,1.11256145268655e-308,1.11256486442197e-308,1.11256937006309e-308,1.11257655546693e-308,1.11257987196467e-308,1.11258796019855e-308,1.11258920440212e-308,1.11259093874805e-308,1.11259697604128e-308,1.11260458013744e-308,1.11261257437578e-308,1.1126143756555e-308,1.11262105571618e-308,1.11262471793982e-308,1.11262703608134e-308,1.11263016881026e-308,431316742081.448,507354351182.254,565055743243.243,593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,654986999855.554,6.34e+11,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1742015045482.31,1645423407568.36
Cayman Islands,开曼群岛,CYM,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200439457.5783,4466438857.5543,4586114124.56498,4281868714.74859,4156990759.63038,4186223808.95236,4291159006.36025,4405954638.18553,4563017880.71523,4708336733.46934,4909498979.9592,5166467298.69195,5522625585.0234,5935769350.77403,5591623664.9466
Central African Republic,中非,CAF,140,112155598.949571,123134584.467673,124482748.937917,1.11253696121448e-308,1.11253696433845e-308,1.11253696645052e-308,1.1125369682675e-308,1.11253696972265e-308,1.11253697662645e-308,1.11253697570545e-308,1.11253697596913e-308,1.11253697901855e-308,1.11253698614968e-308,1.11253699624472e-308,1.11253699876831e-308,1.11253702279505e-308,1.11253704070306e-308,1.11253705457289e-308,1.11253708008654e-308,1.11253710236553e-308,1.11253712615063e-308,1.11253710089287e-308,1.1125371141113e-308,1.11253709196903e-308,1.11253708681623e-308,1.11253714289988e-308,1.1125372064899e-308,1200991825.95398,1264899368.20165,1233930277.04922,1440711395.67069,1377375030.52921,1411917558.45855,1278781166.72188,851174350.649409,1115389731.79119,1007791186.20106,937741468.029676,967338348.658314,999477510.686632,914500299.097034,931833302.752857,991387870.12463,1139754799.16304,1270080250.65268,1337362392.15225,1460561215.4447,1697565948.65323,1985240986.18508,2059094048.26019,2142591375.85053,2437982839.63072,2510126699.05356,1691544192.38242,1894813504.52945,1695825708.45604,1825018190.85071,2072349794.23301,2220978978.17342,2220307368.69593,2380087758.04137
Chad,乍得,TCD,148,313582729.426485,333975338.83416,357635713.876922,1.11253702109225e-308,1.11253702615161e-308,1.11253703224808e-308,1.11253703616815e-308,1.11253704037547e-308,1.11253704140159e-308,1.11253704576308e-308,1.11253704517789e-308,1.11253705323116e-308,1.11253707387342e-308,1.11253708913312e-308,1.11253709045062e-308,1.1125371428387e-308,1.11253714319513e-308,1.11253716031834e-308,1.11253720442843e-308,1.11253717735274e-308,1.1125371844391e-308,1.11253714588596e-308,1.11253713537034e-308,1.11253713488763e-308,1.11253715630239e-308,1.11253718445573e-308,1.11253719304223e-308,1163426850.65015,1482597298.88718,1433686309.83642,1738605558.05432,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.04578,1544689502.82472,1744794457.276,1534673583.2487,1388506726.62093,1710843360.64955,1997005786.54118,2742815194.54993,4422855929.21428,6649307057.03314,7428701809.40597,8650138068.63161,10393834720.852,9290728773.35723,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807,10829076801.729
Chile,智利,CHL,152,4.11e+09,4609727272.72727,5416272727.27273,1.11253832948196e-308,1.11253840708987e-308,1.11253841802007e-308,1.11253867642808e-308,1.11253866174323e-308,1.11253869975932e-308,1.11253899867054e-308,1.11253918375166e-308,1.11253961798719e-308,1.11253985753555e-308,1.11254108836273e-308,1.11254093375551e-308,1.11253881219147e-308,1.11253948404859e-308,1.11254037854658e-308,1.11254087929206e-308,1.11254231548242e-308,1.11254410227401e-308,1.11254545432619e-308,1.11254318558049e-308,1.11254195784367e-308,1.11254177666196e-308,1.11254130244735e-308,1.11254159596272e-308,22255407684.6999,26040229793.0697,29885685142.9107,33113887817.9731,37834793730.3133,45964327558.8836,49297773130.1185,57008425295.8256,73447063319.3034,78039572221.6024,84952360922.4958,81577430181.4602,75173794497.0494,77860932151.9302,70979923960.3422,69736811435.1319,75643459839.5605,99210392857.6283,122964812046.139,154788024805.865,173605968179.267,179638496278.497,172389498444.68,218537551220.123,252251992029.518,267122320056.772,278384332694.3,260541637327.855,243919079437.422,250440149690.846,277034675515.684,297571693064.193,279385487344.492,252940023046.007
China,中国,CHN,156,59716467625.3148,50056868957.6732,47209359005.6057,1.11254945549752e-308,1.11255167917424e-308,1.11255432932326e-308,1.11255588168242e-308,1.11255493340873e-308,1.11255443067315e-308,1.11255661922862e-308,1.11255980522754e-308,1.11256158336615e-308,1.11256501381898e-308,1.11257115423935e-308,1.11257254697303e-308,1.11257730221119e-308,1.11257495759885e-308,1.11258014470599e-308,1.11257387072791e-308,1.11258097041211e-308,1.11258414938294e-308,1.11258531467897e-308,1.11258759314111e-308,1.11259391645196e-308,1.11260114457401e-308,1.11261338295485e-308,1.11261122637609e-308,272972974764.574,312353631207.819,347768051311.741,360857912565.966,383373318083.624,426915712715.856,444731282435.515,564324670008.238,734547898224.101,863746717507.397,961603952954.233,1029043097558.91,1093997267277.1,1211346869600.41,1339395718862.89,1470550015077.93,1660287965663.89,1955347004965.69,2285965892364.2,2752131773358.92,3550342737009.53,4594307032667.98,5101703073088.97,6087163874510.73,7551500124197.17,8532229986993.65,9570406235659.64,10475682920597.7,11061553079871.5,11233276536744.7,12310409370894.2,13894817549380.3,14279937467431,14722730697890.1
Christmas Island,圣诞岛,CXR,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocos (Keeling) Islands,科科斯群岛,CCK,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,哥伦比亚,COL,170,4031152976.63904,4540447761.19403,4955543963.36869,1.1125381239455e-308,1.11253840487123e-308,1.11253835235088e-308,1.11253827027585e-308,1.1125383682619e-308,1.11253840162181e-308,1.11253852265859e-308,1.11253870748491e-308,1.11253886114439e-308,1.11253907136383e-308,1.11253947758491e-308,1.11253998505693e-308,1.11254016504611e-308,1.11254071908385e-308,1.11254173921997e-308,1.11254267610463e-308,1.11254383145227e-308,1.11254518033161e-308,1.11254591837459e-308,1.11254655563846e-308,1.11254649679105e-308,1.11254637903e-308,1.11254554931854e-308,1.11254556119547e-308,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49175565911.0655,58418985443.3172,66446804802.5747,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98211749595.5442,97963003804.7851,94641378693.223,117081522349.677,145619191582.062,161618581266.316,206181826825.281,242186950900.775,232397835678.336,286563105192.457,334943871931.746,370921320483.842,382116126448.555,381112119657.446,293481748240.779,282825009887.458,311883730690.129,334198214706.209,323429888934.257,271437596293.843
Comoros,科摩罗,COM,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253698167847e-308,1.11253697775849e-308,1.11253697470986e-308,1.11253697659051e-308,1.11253697487987e-308,1.1125369778514e-308,1.1125369982246e-308,337525870.616968,356500026.691673,341476764.044268,429622147.743446,424108796.562976,457388578.924144,452881443.084162,319189200.353123,398461789.558686,396053797.633321,364445589.702365,370106776.043329,382454989.945311,351136568.441921,378512003.405071,425964697.418664,546885184.990174,633706149.25026,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978723.547592,1023086183.79822,1015843368.79008,1116224161.07781,1149587651.69395,966029542.038859,1012835518.26037,1077439662.5798,1188797574.94753,1192559739.37288,1235400352.2931
Congo,刚果（布）,COG,178,131731862.568975,151675739.160603,166521239.86331,1.11253697180091e-308,1.11253697512605e-308,1.11253697824467e-308,1.1125369837524e-308,1.11253698789856e-308,1.11253699131997e-308,1.11253699472719e-308,1.11253699717792e-308,1.11253700882979e-308,1.11253703070239e-308,1.11253706313881e-308,1.11253707385788e-308,1.11253711875314e-308,1.11253711565212e-308,1.11253711828905e-308,1.11253714633907e-308,1.11253722538411e-308,1.11253735064141e-308,1.11253742171658e-308,1.11253746300274e-308,1.11253744734919e-308,1.1125374711402e-308,1.11253746306004e-308,1.11253738608355e-308,2297753649.27962,2212536313.33476,2389593021.94868,2798746050.58228,2724853592.73382,2933222714.11506,2684323424.06801,1769365425.04053,2116003977.97529,2540697688.05698,2322718991.26458,1949481296.60762,2353909563.94122,3227927593.04316,2796704577.3082,3034251042.07329,3503723244.83607,4656975222.72243,6647357442.08986,8065134528.26894,8771102025.00987,11602893043.0256,9684321633.21977,13135580695.2473,15634897272.7645,17693924573.2499,17953617927.2376,17889079957.8792,11885478502.1168,10215989995.0073,11090177747.1315,13670036995.9959,12750339022.9512,10187122341.4051
"Congo, Democratic Republic of the",刚果（金）,COD,180,3359404117.64706,3086746857.14286,3779841428.57143,1.11253846411441e-308,1.11253764108986e-308,1.11253792823008e-308,1.11253804896944e-308,1.11253776522833e-308,1.11253789509772e-308,1.11253817243022e-308,1.11253813420187e-308,1.11253831134552e-308,1.11253845436331e-308,1.11253887346107e-308,1.11253930001777e-308,1.11253945821338e-308,1.11253931277035e-308,1.1125399787317e-308,1.11254072679235e-308,1.11254065164848e-308,1.11254048527318e-308,1.11254002650693e-308,1.11254030166353e-308,1.1125396482729e-308,1.11253887037062e-308,1.11253870666529e-308,1.112538929075e-308,7661625472.57705,8861299976.74158,9021862775.25978,9349764580.36998,9633911368.01541,8227200892.44213,10706246370.9325,5840529411.76471,5647034188.03419,5772020526.10602,6091061291.30501,6215716712.29467,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14451902467.9315,16737071816.38,19788515873.8942,18648373312.4241,21565720044.4634,25839749198.8233,29306235826.3885,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,47146004586.6824,50400747050.496,48716960860.0664
Cook Islands,库克群岛,COK,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,哥斯达黎加,CRI,188,507513829.994855,490325181.614275,479180824.348506,1.11253705571023e-308,1.11253706328827e-308,1.11253707573941e-308,1.11253708915934e-308,1.11253710204234e-308,1.11253712041785e-308,1.11253714012828e-308,1.11253717253897e-308,1.11253719534572e-308,1.11253723514241e-308,1.11253730694608e-308,1.11253734094486e-308,1.11253741365124e-308,1.11253752523398e-308,1.11253768824392e-308,1.11253779960182e-308,1.11253792615933e-308,1.11253812277959e-308,1.11253757742007e-308,1.11253757317461e-308,1.1125377066091e-308,1.11253783351143e-308,1.11253789742562e-308,1.11253802088766e-308,4532952047.15628,4614629898.40348,5251025767.47627,5711687786.75989,7196276092.46876,8564044016.95735,9582866263.46284,10486784804.7265,11578594260.0813,11678424507.3634,12614602382.3564,13684255946.6922,14254866281.0572,15013629658.5671,15976174337.0471,16578820687.2209,17271760507.042,18610594846.3082,20040642476.8988,22715540324.3149,26884700345.1044,30801744881.0236,30745712006.5238,37658614803.2919,42762617081.6142,47231651862.8224,50949672205.8222,52016408950.8398,56441917653.0156,58847016044.8244,60516043590.1924,62420165099.7301,64072870931.603,61846895120.7808
Croatia,克罗地亚,HRV,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22717081924.7143,24075166261.3779,24091170702.5562,25792876643.5087,23677307509.4663,21839780971.0268,23273640257.1968,27074550257.8118,34985749883.4171,41958833541.0995,45780237257.1867,50860788253.2176,60542673502.5324,70750646248.0563,63084004705.0807,60426018629.2992,63169910822.1285,57192346923.335,58889082315.336,58330289756.6914,50163192883.1515,52295158344.2544,56214427431.2,62247874948.8225,62246206340.5469,57203783203.0259
