name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Taiwan, Province of China",TWN,1743000000,1778000000,1960000000,2218000000,2592000000,2869000000,3207000000,3709000000,4325000000,5017000000,5785000000,6727000000,8063000000,10940000000,14739000000,15836000000,18988000000,22252000000,27373000000,33875000000,42292000000,49047000000,49540000000,54155000000,61036000000,63599000000,78347000000,1.04956E+11,1.26378E+11,1.52687E+11,1.66392E+11,1.871E+11,2.22947E+11,2.34943E+11,2.56213E+11,2.79013E+11,2.92473E+11,3.03315E+11,2.79926E+11,3.03827E+11,3.30725E+11,2.99303E+11,3.07429E+11,3.17374E+11,3.46881E+11,3.74042E+11,3.86492E+11,4.0694E+11,4.15824E+11,3.90788E+11,4.44245E+11,4.83957E+11,4.95536E+11,5.12957E+11,5.35332E+11,5.34474E+11,5.43002E+11,5.9078E+11,6.09251E+11,6.11336E+11,6.69324E+11
